outcome,factor,stage,network,location,window,lag,specification_id,specification,sensitivity,coefficient,coefficient_unit,magnitude_recorded_by_job3,sign,raw_p_value,bh_adjusted_p_value,observations,municipality_count,weighting,INSE_control,fixed_effects,main_or_sensitivity,sign_agreement_with_main,magnitude_range_across_sensitivities,leave_one_out_min,leave_one_out_max,pandemic_exclusion_result,Nova_Santa_Rita_relevance,possible_planning_delta,lens_and_period_compatibility,factual_limit
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4318705,S1_CLASS_SIZE,LEAVE_OUT_VALE_4318705,0.1559716371872341,outcome percentage points per 1 student per class,0.1559716371872341,positive,0.0002961418599351,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4320008,S1_CLASS_SIZE,LEAVE_OUT_VALE_4320008,0.1559448150476024,outcome percentage points per 1 student per class,0.1559448150476024,positive,0.0002982801747934,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-NO_FE,S1_CLASS_SIZE,NO_FE_DIAGNOSTIC,0.2077118807988688,outcome percentage points per 1 student per class,0.2077118807988688,positive,9.325728449355417e-09,5.59543706961325e-08,3477,497,unweighted,false,false,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2022-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.1126544466628094,outcome percentage points per 1 student per class,0.1126544466628094,positive,0.0836283675453812,0.1132604237655206,1988,497,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.1559557949517057,outcome percentage points per 1 student per class,0.1559557949517057,positive,0.0002970815484379,0.0007326170008907,3477,497,unweighted,false,true,main,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,teacher_adequacy_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,-0.0022387479451827,outcome percentage points per 1 percentage point of teacher adequacy,0.0022387479451827,negative,0.7260307537416313,0.782548117805351,3461,497,unweighted,false,true,main,true,"[0.0022387479451827,0.0022387479451827]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor teacher_adequacy_percent and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,-0.0091274373911482,outcome percentage points per 1 percentage point of schools with broadband,0.0091274373911482,negative,0.0578101060115737,0.0825858657308196,3479,497,unweighted,false,true,sensitivity,true,"[0.0091274373911481993,0.0117521059985002]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2023,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,-0.0117521059985002,outcome percentage points per 1 percentage point of schools with broadband,0.0117521059985002,negative,0.0366546662938809,0.059183903654565,1485,497,unweighted,true,true,main,true,"[0.0091274373911481993,0.0117521059985002]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019;2022-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-EXCLUDE_2020_2021,S1_CLASS_SIZE,EXCLUDE_2020_2021,0.0156518055096729,outcome percentage points per 1 student per class,0.0156518055096729,positive,0.0612584836570219,0.0868230477028657,2485,497,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019;2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2020-2025,1,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LAG1,S1_CLASS_SIZE,LAG_1,0.0077684942525616,outcome percentage points per 1 student per class,0.0077684942525616,positive,0.006794220411165,0.0145590437382108,2980,497,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2020-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4303905,S1_CLASS_SIZE,LEAVE_OUT_VALE_4303905,0.010832348323181,outcome percentage points per 1 student per class,0.010832348323181,positive,0.0246863579495887,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4306403,S1_CLASS_SIZE,LEAVE_OUT_VALE_4306403,0.0108463373243215,outcome percentage points per 1 student per class,0.0108463373243215,positive,0.0246751525236617,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4307609,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307609,0.0108529604759297,outcome percentage points per 1 student per class,0.0108529604759297,positive,0.0244295753947125,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4307708,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307708,0.0107511550510716,outcome percentage points per 1 student per class,0.0107511550510716,positive,0.0258987414251544,0.0480595201703896,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4310801,S1_CLASS_SIZE,LEAVE_OUT_VALE_4310801,0.010827464675452,outcome percentage points per 1 student per class,0.010827464675452,positive,0.024717150189111,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4313375,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313375,0.0107660916899395,outcome percentage points per 1 student per class,0.0107660916899395,positive,0.0256106490475178,0.0480199669640959,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4313409,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313409,0.0108434248918535,outcome percentage points per 1 student per class,0.0108434248918535,positive,0.0245733892138782,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4314803,S1_CLASS_SIZE,LEAVE_OUT_VALE_4314803,0.010635216129526,outcome percentage points per 1 student per class,0.010635216129526,positive,0.0274631966876677,0.0504426061610224,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4318705,S1_CLASS_SIZE,LEAVE_OUT_VALE_4318705,0.010882474347335,outcome percentage points per 1 student per class,0.010882474347335,positive,0.0240478696754169,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-LOO-4320008,S1_CLASS_SIZE,LEAVE_OUT_VALE_4320008,0.0108327404632336,outcome percentage points per 1 student per class,0.0108327404632336,positive,0.0247575513327489,0.0474080770201575,3470,496,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-NO_FE,S1_CLASS_SIZE,NO_FE_DIAGNOSTIC,0.0164693567710944,outcome percentage points per 1 student per class,0.0164693567710944,positive,2.8134249846799195e-12,3.1651031077649094e-11,3477,497,unweighted,false,false,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2022-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.004985562528327,outcome percentage points per 1 student per class,0.004985562528327,positive,0.3255584100959728,0.3830098942305562,1988,497,unweighted,false,true,sensitivity,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.0108387751713184,outcome percentage points per 1 student per class,0.0108387751713184,positive,0.0246161099322004,0.0474080770201575,3477,497,unweighted,false,true,main,true,"[0.004985562528327,0.016469356771094401]",0.010635216129526,0.010882474347335,0.0156518055096729,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,teacher_adequacy_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,-0.0018918719389754,outcome percentage points per 1 percentage point of teacher adequacy,0.0018918719389754,negative,0.1379453757949572,0.1720348609300986,3461,497,unweighted,false,true,main,true,"[0.0018918719389754001,0.0018918719389754001]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor teacher_adequacy_percent and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,-0.0002559912811281,outcome percentage points per 1 percentage point of schools with broadband,0.0002559912811281,negative,0.4889572272758687,0.5535364837085307,3479,497,unweighted,false,true,sensitivity,true,"[0.0001333498869353,0.00025599128112809998]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2023,0,H2-fundamental_anos_iniciais-dropout_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,-0.0001333498869353,outcome percentage points per 1 percentage point of schools with broadband,0.0001333498869353,negative,0.8290637737546699,0.8726987092154419,1485,497,unweighted,true,true,main,true,"[0.0001333498869353,0.00025599128112809998]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and dropout_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019;2022-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-EXCLUDE_2020_2021,S1_CLASS_SIZE,EXCLUDE_2020_2021,0.1036464313931835,outcome percentage points per 1 student per class,0.1036464313931835,positive,0.0008118838253812,0.0018498618806154,2485,497,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019;2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2020-2025,1,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LAG1,S1_CLASS_SIZE,LAG_1,-0.0177346778364897,outcome percentage points per 1 student per class,0.0177346778364897,negative,0.6515625071409168,0.7151295810083232,2980,497,unweighted,false,true,sensitivity,false,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2020-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4303905,S1_CLASS_SIZE,LEAVE_OUT_VALE_4303905,0.044395645031613,outcome percentage points per 1 student per class,0.044395645031613,positive,0.0876966257353931,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4306403,S1_CLASS_SIZE,LEAVE_OUT_VALE_4306403,0.0447177561520246,outcome percentage points per 1 student per class,0.0447177561520246,positive,0.08558438683211,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4307609,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307609,0.0444652220282167,outcome percentage points per 1 student per class,0.0444652220282167,positive,0.0872145011060642,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4307708,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307708,0.044261434715304,outcome percentage points per 1 student per class,0.044261434715304,positive,0.0887206652829911,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
